book_id,genre,name,author
4861,History,"In Good Faith: The History of the 4th SS-Polizei-Panzer-Grenadier-Division, Vol. 1: 1939-1943",Friedrich Husemann
3254,Computers & Technology,GO! with Microsoft Word 2013 Brief,Shelley Gaskin
1001,Law,"Human Health and Forests: A Global Overview of Issues, Practice and Policy (People and Plants International Conservation)",
4184,Children's Books,Illustrated Adventure Stories,Various Authors
897,Science & Math,The Atlas of Endangered Species (Atlas Of... (University of California Press)),Richard Mackay
2225,Christian Books & Bibles,The Lost World of Scripture: Ancient Literary Culture and Biblical Authority,John H Walton
1840,Travel,Jamaica Travel Reference Map 1:250 000,International Travel Maps
1502,"Health, Fitness & Dieting",Coping with Concussion and Mild Traumatic Brain Injury: A Guide to Living with the Challenges Associated with Post Concussion Syndrome and Brain Trauma,Diane Roberts Stoler
421,Literature & Fiction,Looney Bin Incorporated,Marietta Rodgers
750,Arts & Photography,Fifty Bicycles That Changed The World (Design Museum Fifty),Alex Newson
1429,"Cookbooks, Food & Wine",Encyclopedia of Pasta (California Studies in Food and Culture),Oretta Zanini De Vita
1630,"Crafts, Hobbies & Home",Soul Comfort for Cat Lovers: Coping Wisdom for Heart and Soul After the Loss of a Beloved Feline,Liz Eastwood
2294,Children's Books,It's Harvest Time!: A Book with Foldout Pages,Jean McElroy
1438,Computers & Technology,Oracle Essentials: Oracle Database 11g,Rick Greenwald
4521,Humor & Entertainment,"Minecraft Combat Handbook: How to Destroy Your Enemies and Win Every Battle in Minecraft (An Unofficial Minecraft Combat Handbook) (minecraft combat handbook, minecraft pocket edition, minecraft)",Michael Marlon
1060,"Health, Fitness & Dieting",Numeralogical Lottery,Kathleen Margaret Adams
397,Teen & Young Adult,On the Fringe: Stories,Various
1213,Religion & Spirituality,The Magical Power of the Saints: Evocation and Candle Rituals,Rev Ray T. Malbrough
2312,Sports & Outdoors,Cruising Guides: Cruising Guide to Western Florida: Seventh Edition (Cruising Guide Series),Claiborne S. Young
1410,Travel,Best Easy Day Hikes Rocky Mountain National Park (Best Easy Day Hikes Series),Kent Dannen
198,Romance,No Limits: Viewers Discretion Advised. (Volume 1),Ross
2002,Medical Books,R for SAS and SPSS Users (Statistics and Computing),Robert A. Muenchen
2867,Business & Money,Address Book (Beautiful and Simple Address Books-Jumbo Size Floral Paisley) (Volume 1),Creative Planners and Journals
245,Christian Books & Bibles,The Complete Julian of Norwich (Paraclete Giants),Father John Julian OJN
3238,Science & Math,"Ford Shop Manual Series 5000, 5600, 5610, 6600, 6610, 6700, 6710, 7000, 7600, 7610, 7700, 7710 (Fo-42) (I & T Shop Service)",Penton Staff
2895,Self-Help,"Living the 80/20 Way, New Edition: Work Less, Worry Less, Succeed More, Enjoy More",Richard Koch
146,Travel,"Open Road's Best of Honduras, 1st Edition (Open Road's Honduras)",Charlie Morris
1388,Biographies & Memoirs,"Katherine and Isabel: Mother's Light, Daughter's Journey",Frances Wright Saunders
2902,Comics & Graphic Novels,"Chew, Vol. 5: Major League Chew",
1152,Literature & Fiction,The Shell Collector: Stories,Anthony Doerr
1503,Children's Books,Stone Soup,Marcia Brown
4380,History,African Philosophy : The Pharaonic Period : 2780 - 330 BC -,Theophile Obenga
3700,Medical Books,A History of Psychology: From Antiquity to Modernity,Thomas Leahey
393,Science & Math,"Stink Moody 7 Books- The World's Worst Super-stinky Sneakers, Solar System Superhero, the Incredible Shrinking Kid, Midnight Zombie Walk, the Incredible Super-galactic Jawbreaker, the Ultimate Thumb-wrestling Smackdown, the Great Guinea Pig Express,",megan mcDonald
3457,Law,"Hotel, Restaurant, and Travel Law, 7th Edition",Karen Morris
2418,Science Fiction & Fantasy,Agent to the Stars,John Scalzi
4259,"Crafts, Hobbies & Home",The Everything Bridesmaid Book: From bachelorette party planning to wedding ceremony etiquette - all you need for an unforgettable wedding,Holly Lefevre
4706,Travel,Egypt: Splendors of an Ancient Civilization,Alerto Siliotti
4272,Test Preparation,Columbia English Grammar for PSAT/NMSQT,Richard Lee Ph.D.
1911,Arts & Photography,Sail: A Photographic Celebration of Sail Power,
4170,Religion & Spirituality,"Classics of Buddhism and Zen, Volume 1: The Collected Translations of Thomas Cleary",Thomas Cleary
4878,Engineering & Transportation,The M1 Garand Rifle,Bruce N. Canfield
1279,Christian Books & Bibles,Lutherans in America: A New History,Mark Granquist
4894,Calendars,Mary Engelbreit 2015-2016 16-Month Desk Pad Calendar,Mary Engelbreit
4445,Politics & Social Sciences,Brainchildren: Essays on Designing Minds,Daniel C. Dennettt
4350,"Health, Fitness & Dieting",Basic Vision: An Introduction to Visual Perception,Robert Snowden
3264,Teen & Young Adult,A Clockwork Orange (Norton Critical Editions),Anthony Burgess
1789,Medical Books,"Essentials for Today's Nursing Assistant, Special Edition",Peggy A. Grubbs RN  BSN
4221,Travel,Wallpaper* City Guide London 2015,Wallpaper*
4060,"Cookbooks, Food & Wine",The Juice Lady's Guide to Juicing for Health (Avery Health Guides),Cherie Calbom
4803,Christian Books & Bibles,The Book of Common Prayer and The Holy Bible New Revised Standard Version: Red Bonded Leather,Church Publishing
221,Reference,"Rereading America: Cultural Contexts for Critical Thinking and Writing, 9th Edition",Gary Colombo
602,Business & Money,"A Handbook for Attorneys on Court-ordered Retirement, Health Benefits and Life Insurance Under the Civil Service Retirement Benefits, Federal ... Employees Group Life Insurance Programs",United States Office of Personnel Management
1946,Children's Books,Thomas' Magnetic Playbook (Thomas & Friends),Random House
641,Humor & Entertainment,Gamelife: A Memoir,Michael W. Clune
3290,Sports & Outdoors,Lions Triumphant: The Captain's Story,Sam Warburton
4819,Science & Math,Fire on the Mountain: The True Story of the South Canyon Fire,John N. Maclean
1816,Religion & Spirituality,Journey from the Land of No: A Girlhood Caught in Revolutionary Iran,Roya Hakakian
2741,Travel,Eastern Backyard Birds: A Folding Pocket Guide to Familiar Urban Species (Pocket Naturalist Guide Series),James Kavanagh
3949,History,The Clerics of Islam: Religious Authority and Political Power in Saudi Arabia,Nabil Mouline
347,Medical Books,Pediatric Dentistry: A Clinical Approach,
3481,Computers & Technology,The Design and Implementation of the FreeBSD Operating System,Marshall Kirk McKusick
3586,"Crafts, Hobbies & Home",The Art of Polymer Clay Millefiori Techniques: Projects and Inspiration for Creative Canework,Donna Kato
3063,"Health, Fitness & Dieting",Bypassing Bypass. the New Technique of Chelation Therapy,
2370,Literature & Fiction,"Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Board",Bethany Hamilton
2104,Arts & Photography,Fashionable Selby,Todd Selby
2931,"Cookbooks, Food & Wine",Eat Like a Dinosaur: Recipe & Guidebook for Gluten-free Kids,Paleo Parents
4152,Children's Books,Cesar Chavez: The Struggle for Justice / Cesar Chavez: La lucha por la justicia,Richard Griswold del Castillo
804,Christian Books & Bibles,Living Crazy Love: An Interactive Workbook for Individual or Small-Group Study,Francis Chan
4240,Romance,The Fisherman: A Novel,Larry Huntsperger
1424,Biographies & Memoirs,David Beckham,David Beckham
130,Medical Books,BSAVA Manual of Feline Practice: A Foundation Manual,Andrea Harvey
3857,Business & Money,The Fatal Conceit: The Errors of Socialism (The Collected Works of F. A. Hayek),F. A. Hayek
1326,Travel,Dateline Soweto: Travels with Black South African Reporters,William Finnegan
919,Teen & Young Adult,"Glencoe Health, Student Edition",McGraw-Hill Education
2609,Computers & Technology,My Mother Was a Computer: Digital Subjects and Literary Texts,N. Katherine Hayles
1250,"Health, Fitness & Dieting",The Acupressure Atlas,Bernard C. Kolster M.D.
2208,Sports & Outdoors,"If You're Not Cheating, You're Not Trying: Tips, Tricks, Techniques, and Cheats for Winning in MMA,   BJJ, Boxing and Wrestling (Brazilian Jiu Jitsu, ... Judo, Fighting, Combat Sports, Winning Guide)",Brandon BK Kesler
3657,Politics & Social Sciences,Principles of Neurobiology,Liqun Luo
2945,Medical Books,Lean Healthcare Deployment and Sustainability,Mark L. Dean
3872,Literature & Fiction,Put Out More Flags,Evelyn Waugh
1293,Children's Books,Hitler's Daughter (Bccb Blue Ribbon Fiction Books (Awards)),Jackie French
203,Law,Evolution in Investment Treaty Law and Arbitration,
1885,Religion & Spirituality,Hiring the Heavens: A Practical Guide to Developing Working Relationships with the Spirits of Creation,Jean Slatter
1919,"Crafts, Hobbies & Home",Spinning with a Drop Spindle,Christine Thresh
3085,Travel,The Windows of Brimnes: An American in Iceland,Bill Holm
4832,Humor & Entertainment,"Uncle John's True Crime: A Classic Collection of Crooks, Cops, and Capers",Bathroom Readers' Institute
189,History,The Ice Diaries: The True Story of One of Mankind's Greatest Adventures,Captain William R. Anderson
1887,Science Fiction & Fantasy,Norcal 2025,Bill Garwin
2994,Business & Money,Outsourcing For Dummies,Ed Ashley
4313,Travel,This Water Goes North,Dennis Weidemann
4305,Teen & Young Adult,Crossed (Matched),Ally Condie
1877,Calendars,Block Island Lighthouse 2014 Weekly Calender: 2014 weekly calendar with photo of the Block Island Lighthouse,K Rose
1931,"Cookbooks, Food & Wine",American Indian Cooking and Herb Lore,Thomas B. Underwood
3307,Christian Books & Bibles,Baptism: The Believer's First Obedience,Larry Dyer
4332,Science & Math,"Plots, Transformations, and Regression: An Introduction to Graphical Methods of Diagnostic Regression Analysis (Oxford Statistical Science Series)",A. C. Atkinson
1865,Travel,"Ukraine (English, French, Italian, German and Russian Edition)",GiziMap
1089,Comics & Graphic Novels,The Curious Sofa: A Pornographic Work by Ogdred Weary,Ogdred Weary
2482,"Health, Fitness & Dieting",Chinese Herbal Medicine: Formulas & Strategies (2nd Ed.),Volker Scheid
4975,Biographies & Memoirs,The Making of a Healer: Teachings of My Oneida Grandmother,Russell FourEagles
3352,Sports & Outdoors,The Skier's Book of Trail Maps: United States and Canada,Cynthia Blair
3909,Medical Books,"Dental Anatomy: Reference Guide (Quickstudy: Academic) by BarCharts, Inc. (2004) Pamphlet",
2538,Test Preparation,"Cracking the GRE with 4 Practice Tests, 2016 Edition (Graduate School Test Preparation)",Princeton Review
3327,Literature & Fiction,Le Morte Darthur (Norton Critical Editions),Sir Thomas Malory
3793,Reference,Children's Book-a-Day Almanac,Anita Silvey
2513,Children's Books,Big Alphabet Express,
4291,Computers & Technology,Data Mining For Dummies,Meta S. Brown
4315,Law,Ancien Coutumier Inedit de Picardie (Sciences Sociales) (French Edition),Ange-Ignace Marnier
1383,Arts & Photography,Asylum on the Hill: History of a Healing Landscape,Katherine Ziff
3213,"Crafts, Hobbies & Home",The New Self-Sufficient Gardener,John Seymour
3682,Engineering & Transportation,Stirring: Theory and Practice,Marko Zlokarnik
3033,Humor & Entertainment,How To Watch Television,
1546,"Mystery, Thriller & Suspense",The Sniper and the Wolf: A Sniper Elite Novel,Scott McEwen
3952,Travel,"An Illustrated Guide to the Holy Land for Tour Groups, Students, and Pilgrims",Lamontte M. Luker
625,Business & Money,Tribes: We Need You to Lead Us,Seth Godin
4805,Romance,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts
1482,Teen & Young Adult,Judo (Martial and Fighting Arts),Barnaby Chesterman
1284,"Health, Fitness & Dieting",The Medical Advisor: The Complete Guide to Alternative & Conventional Treatments : Home Edition,
1036,Travel,Poopoo Make Prant Glow,Harvey Ward
2995,Religion & Spirituality,The Name of the Dead: Hieroglyphic Inscriptions of the Treasures of Tutankhamun Translated,Hany Assaad
3162,Medical Books,"Eye Care in Developing Nations, Fourth Edition",Larry Schwab
738,Politics & Social Sciences,Taking the Leap: Freeing Ourselves from Old Habits and Fears,Pema Chodron
1761,Science & Math,The Logic of Scientific Discovery (Routledge Classics),Karl Popper
4068,Self-Help,Walking Prey: How America's Youth Are Vulnerable to Sex Slavery,Holly Austin Smith
2565,"Crafts, Hobbies & Home","Purr Prints of the Heart: A Cat's Tale of Life, Death, and Beyond",Deborah Barnes
530,Christian Books & Bibles,HECHOS Documentados Que La Sociedad Watchtower No Desea Que Usted CONOZCA: Documented Watchtower Facts (Spanish Edition),Christina R. (Harvey) Darlington
3154,Children's Books,The Children's Book of Kwanzaa: A Guide to Celebrating the Holiday,Dolores Johnson
4010,Humor & Entertainment,"A Treasury of Deception: Liars, Misleaders, Hoodwinkers, and the Extraordinary True Stories of History's Greatest Hoaxes, Fakes and Frauds",Michael Farquhar
2135,Literature & Fiction,The Courts Of Idleness (B-Berry Pleydell),Dornford Yates
1849,Sports & Outdoors,Gardening for the Birds: How to Create a Bird-Friendly Backyard,George Adams
969,Computers & Technology,NOOK Tablet: The Missing Manual (Missing Manuals),Preston Gralla
2340,Law,The Book on PPMs: Regulation D Rule 505 Edition (New Renaissance Series on Corporate Strategies) (Volume 4),James Scott
1210,Medical Books,"Cell Biology of Tooth Enamel Formation: Functional Electron Microscopic Monographs (Monographs in Oral Science, Vol. 14)",T. Sasaki
2410,"Cookbooks, Food & Wine","Renal Diet Cookbook:: The Low Sodium, Low Potassium, Healthy Kidney Cookbook",Susan Zogheib
4354,Travel,Travel book New Caledonia: Travel journal. Traveler's notebook. Carnet de voyage Nouvelle Cal√©donie. Diary Traveling,o m j
2863,History,"Syria's Democratic Years: Citizens, Experts, and Media in the 1950s (Public Cultures of the Middle East and North Africa)",Kevin W. Martin
1694,"Health, Fitness & Dieting",The Calcium Factor: The Scientific Secret of Health and Youth,Robert R. Barefoot
2174,Travel,"North Korea: On the Inside, Looking In",Dualta Roughneen
2364,"Crafts, Hobbies & Home",Hooked Rug Landscapes (Framework),Anne-Marie Littenberg
1092,Science & Math,Chemistry for Environmental and Earth Sciences,Catherine V.A. Duke
927,Religion & Spirituality,Guide to the Bodhisattva's Way of Life: How to enjoy a life of great meaning and altruism,Shantideva
520,Children's Books,Corgiville Fair,Tasha Tudor
2519,Teen & Young Adult,Hemophilia (Genes and Disease),Michelle Raabe
906,Parenting & Relationships,For Mothers of Difficult Daughters; How to Enrich and Repair the Relationship in Adulthood,Charney Herst
4334,Business & Money,Challenging Global Inequality: Development Theory and Practice in the 21st Century,Alastair Greig
3014,Arts & Photography,Stone Offerings: Machu Picchu's Terraces of Enlightenment,Mike Torrey
1861,"Health, Fitness & Dieting","The Natural Prostate Cure, Second Edition: A Practical Guide to Using Diet and Supplements for a Healthy Prostate",Roger Mason
2385,Science Fiction & Fantasy,"A Clash of Kings (A Song of Ice and Fire, Book 2)",George R. R. Martin
3367,Computers & Technology,Creating Music and Sound for Games,G. W. Childs
2618,Travel,"American Map South Bend Elkhart, in Pocket Map",
4925,Christian Books & Bibles,Strong's Exhaustive Concordance of the Bible (Facets),James Strong
149,Medical Books,Understanding Procedural Coding: A Worktext (with Cengage EncoderPro.com Demo Printed Access Card),Mary Jo Bowie
2077,Literature & Fiction,Der Kleine Prinz (German),Antoine de Saint-Exup√©ry
4611,Travel,UAE Underwater,Explorer Publishing
412,Children's Books,"Motion: Push and Pull, Fast and Slow (Amazing Science)",Darlene R. Stille
2578,Comics & Graphic Novels,The Superhero Reader,
298,Biographies & Memoirs,My Tainted Blood,Hubert C. Kueter
2610,"Health, Fitness & Dieting",Allergies and the Hyperactive Child,
498,"Cookbooks, Food & Wine","The Juice Habit Made Easy: with tips, tricks & healthy fruit & vegetable recipes (The Personal Detox Coach's Simple Guide To Healthy Living Series ) (Volume 1)",Jem Friar PDC
962,Travel,Guatemala One,George L Gurney
4619,Computers & Technology,Plone Content Management Essentials,Julie C. Meloni
4707,Humor & Entertainment,Ring of Bright Water (Nonpareil Books),Gavin Maxwell
4991,Medical Books,"EMS Field Guide, BLS Version",Informed
478,Reference,The ABC & XYZ of Bee Culture: An Encyclopedia Pertaining to the Scientific and Practical Culture of Honey Bees,Amos Ives Root
336,Children's Books,Elizabeth Blackwell: Girl Doctor (Childhood of Famous Americans),Joanne Landers Henry
200,Teen & Young Adult,Axel y Keira (Spanish Edition),Hector Zendejas
3635,Sports & Outdoors,Outstanding Women Athletes: Who They Are and How They Influenced Sports In America,Janet Woolum
1759,Business & Money,"Understanding and Managing Diversity: Readings, Cases, and Exercises (6th Edition)",Carol Harvey
4696,"Crafts, Hobbies & Home",Mosaic Basics: Everything You Need to Know to Start Making Beautiful Mosaics,Teresa Mills
3703,Science Fiction & Fantasy,The Lord of the Rings 1954-2004: Scholarship in Honor of Richard E. Blackwelder,
1773,Religion & Spirituality,Intermarriage and Conversion: A Halakhic Solution,J. Simcha Cohen
2848,Travel,Kamachatka: A Journal & Guide to Russia's Land of Ice and Fire (Odyssey Illustrated Guides),Diana Gleadhill
1398,History,Dead Reckoning: Memories of the 1971 Bangladesh War,Sarmila Bose
2842,Science & Math,Sustaining the Earth,G. Tyler Miller
3938,Law,Illinois Evidence Rules Courtroom Quick Reference: 2015,Summit Legal Publishing
525,Christian Books & Bibles,Archaeology and the Bible: 50 Old Testament Finds (pamphlet) (Recent Release--Archaelogy and the Bible: Old Testament),Rose Publishing
3693,Medical Books,R for Medicine and Biology (Jones and Bartlett Series in Biomedical Informatics),Paul D. Lewis
4364,Politics & Social Sciences,"Social Change and Development: Modernization, Dependency and World-System Theories (SAGE Library of Social Research)",Alvin Y. So
514,Literature & Fiction,Crazy Horse's Girlfriend,Erika T. Wurth
110,Biographies & Memoirs,"The Lost Tribe of Coney Island: Headhunters, Luna Park, and the Man Who Pulled Off the Spectacle of the Century",Claire Prentice
4183,Arts & Photography,Buddhist Art: An Historical and Cultural Journey,Giles Beguin
2339,Romance,Shadow Fall (Tracers),Laura Griffin
2394,Children's Books,The Judy Moody Uber-Awesome Collection: Books 1-9,Megan McDonald
152,Travel,The WPA Guide to 1930s Iowa,Joseph Frazier Wall
4040,"Health, Fitness & Dieting",Health Education and Health Promotion: Learner-Centered Instructional Strategies,Jerrold S Greenberg
4437,"Mystery, Thriller & Suspense",The Trust Company,Paul N Stam
278,"Crafts, Hobbies & Home",The Atlas of Discus of the World,Herbert R. Axelrod
1448,Science & Math,1013A /Organic Chemistry Set for Student (HGS Polyhedron Molecular Model),HGS Maruzen
2139,Engineering & Transportation,Textbook of Biochemistry with Clinical Correlations,
414,"Cookbooks, Food & Wine",The Diabetes Fast-Fix Slow-Cooker Cookbook: Fresh Twists on Family Favorites,Nancy S. Hughes
3200,Humor & Entertainment,The First King of Hollywood: The Life of Douglas Fairbanks,Tracey Goessel
727,Computers & Technology,Extending Microsoft Dynamics AX 2012 Cookbook,Murray Fife
4608,History,"Me Against My Brother: At War in Somalia, Sudan and Rwanda",Scott Peterson
2501,Teen & Young Adult,"The Dirt on Sex: A Dateable Book (Dirt, The)",Justin Lookadoo
1431,"Health, Fitness & Dieting",Linchpin: Are You Indispensable?,Seth Godin
851,Sports & Outdoors,The LPGA: The Unauthorized Version : The History of the Ladies Professional Golf Association,Liz Kahn
2629,Travel,Moroccan Arabic: Lonely Planet Phrasebook,Dan Bacon
1249,Children's Books,If You Give a Pig a Party,Laura Numeroff
481,Christian Books & Bibles,Re-Imaging Election: Divine Election as Representing God to Others & Others to God,Suzanne McDonald
3835,Religion & Spirituality,Sign of a Promise and Other Stories (Mandate Series),James Calvin Schaap
1417,Test Preparation,"GED Exercise Books: Student Workbook Language Arts, Reading",STECK-VAUGHN
3071,Medical Books,"Genetic Methods for Diverse Prokaryotes, Volume 29 (Methods in Microbiology)",
786,Literature & Fiction,The Time Keeper,Mitch Albom
2078,Self-Help,"FLAWD: How to Stop Hating on Yourself, Others, and the Things That Make You Who You Are",Emily-Anne Rigal
9,Science Fiction & Fantasy,Pathfinder Pawns: Giantslayer Pawn Collection,Rob McCreary
1722,Business & Money,Principles of Microeconomics,Robert Frank
1995,"Health, Fitness & Dieting",The Rosen Method of Movement,Marion Rosen
3548,Calendars,Tall Ships 2011 Square 12X12 Wall Calendar,BrownTrout Publishers Inc
535,"Crafts, Hobbies & Home",Garden Gnomes: A History (Shire Library),Twigs Way
4390,Law,Negotiation: Processes for Problem Solving (Aspen Casebook),Carrie J Menkel-Meadow
3720,Travel,"Laos 1:600,000 Travel Map, waterproof, GPS-compatible, REISE, 2013 edition",Reise Knowhow
3708,Christian Books & Bibles,"The Bible, Rocks and Time: Geological Evidence for the Age of the Earth",Davis A. Young
2240,Medical Books,Research Methods in Applied Behavior Analysis,Jon  S. Bailey
1491,Arts & Photography,Beyond the Beat: Musicians Building Community in Nashville,Daniel B. Cornfield
1676,Science & Math,"Rare Earth Minerals: Chemistry, Origin and Ore Deposits (The Mineralogical Society Series)",A.P. Jones
1486,Children's Books,"Baby Bear, Baby Bear, What Do You See? Board Book (Brown Bear and Friends)",Bill Martin
3572,History,"Soldier Dead: How We Recover, Identify, Bury, and Honor Our Military Fallen",Michael Sledge
3311,Politics & Social Sciences,Making the Social World: The Structure of Human Civilization,John Searle
2900,Travel,Robert Adams: The New West,
968,Humor & Entertainment,The Grand Design: A Novel,John Dos Passos
4021,Children's Books,Sonic / Mega Man: Worlds Collide: The Complete Epic,Sonic/Mega Man Scribes
3066,Religion & Spirituality,Gandhi's Ascetic Activism: Renunciation and Social Action,Veena R. Howard
4755,Law,One Man Out: Curt Flood versus Baseball (Landmark Law Cases and American Society),Robert M. Goldman
4845,Biographies & Memoirs,"So, Anyway...",John Cleese
1935,Computers & Technology,"Growth Hacker Marketing: A Primer on the Future of PR, Marketing, and Advertising",Ryan Holiday
3875,Business & Money,Technical Sourcebook for Designers,Jaeil Lee
3082,Literature & Fiction,More Christmas on Stage: An Anthology of Royalty-Free Christmas Plays,Rhonda Wray
4586,Medical Books,Pharmacology For The Prehospital Professional: Revised Edition,Jeffrey Guy
1302,Sports & Outdoors,Adventures of the Iditarod Air Force,Ted Mattson
1692,"Cookbooks, Food & Wine","Mable Hoffman's Crockery Cookery, Revised Edition",Mable Hoffman
2616,Children's Books,A Wrinkle in Time: The Graphic Novel,Madeleine L'Engle
2913,Travel,Avant-Guide Las Vegas: Insiders' Guide to Progressive Culture (Avant Guides),
3871,"Crafts, Hobbies & Home","A Guide to the Decoration of Leather - A Collection of Historical Articles on Stamping, Burning, Mosaics and Other Aspects of Leather Decoration",Various
1317,"Health, Fitness & Dieting",Healing Lupus: Steps in a Personal Journey,Waverly Evans
3442,Reference,Mastering Public Speaking (8th Edition),George L. Grice
1270,Parenting & Relationships,Every Parent: A Positive Approach to Children's Behavior,Matthew R. Sanders
4288,Romance,Snuff,Chuck Palahniuk
1264,Christian Books & Bibles,Nuevo Diccionario Ilustrado De La Biblia,Wilton Nelson
1216,Science & Math,Extraordinary Clouds,Richard Hamblyn
2260,Humor & Entertainment,"Greyhawk Adventures: From the Ashes/Boxed Set (Advanced Dungeons & Dragons, 2nd ed)",Tsr
2681,Arts & Photography,The Industrial Design Reader,
1180,Children's Books,Safe at Home (Comeback Kids),Mike Lupica
4571,Teen & Young Adult,The Story of the Tampa Bay Buccaneers (NFL Today (Creative)),Sara Gilbert
3137,Travel,Nassau Historic Walking Tour & New Providence Island Bahamas Maps Laminated Card,Franko Maps Ltd.
1324,Comics & Graphic Novels,Avengers Disassembled,Brian Michael Bendis
3942,Medical Books,"Injury, Disease & Nursing (Essential Equine Studies) (Bk. 3)",Julie Brega
2595,Religion & Spirituality,When Zarathustra Spoke: The Reformation Of Neolithic Culture And Religion (Bibliotheca Iranica: Zoroastrian Studies),Mary Settegast
4854,Computers & Technology,Take Back Your Life!: Using Microsoft Office Outlook 2007 to Get Organized and Stay Organized,Sally McGhee
1209,"Cookbooks, Food & Wine",LIMA cookbook: Peruvian Home Cooking,Virgilio Martinez
1580,Travel,Lonely Planet Discover Barcelona (Travel Guide),Lonely Planet
74,"Health, Fitness & Dieting",Prolonging Health: Mastering the 10 Factors of Longevity,J. E. Williams
639,History,"Who Shall Enter Paradise?: Christian Origins in Muslim Northern Nigeria, c. 1890ÅEÄÅE1975 (New African Histories)",Shobana Shankar
3128,Business & Money,"Simple Wealth, Inevitable Wealth: How You and Your Financial Advisor Can Grow Your Fortune in Stock Mutual Funds",Nick Murray
754,Literature & Fiction,A Replacement Life: A Novel (P.S.),Boris Fishman
1613,Christian Books & Bibles,Theological Dictionary of the New Testament (10 Volume Set),
4175,Children's Books,Champions of Breakfast (Cold Cereal Saga),Adam Rex
3785,Law,Understanding Trusts and Estates Fifth Edition,Roger W. Andersen
3798,"Crafts, Hobbies & Home",Whitman Nat Park Blue Folder Vol II 2016-2021,Whitman Publishing
1062,"Cookbooks, Food & Wine",Pegan Diet  Cookbook: Quick and Easy Pegan Recipes  Bringing the Best of  the Paleo and Vegan  Diets Together  for Healthy Eating,Madison Miller
2689,Travel,"Complete Portuguese: The Basics (Book and CD Set): Includes Coursebook, 4 Audio CDs, and Learner's Dictionary (Complete Basic Courses)",Living Language
716,Politics & Social Sciences,Ritual and Ethnic Identity: A Comparative Study of the Social Meaning of Liturgical Ritual in Synagogues,Jack N. Lightstone
3169,Arts & Photography,Weapons of War Fighter & Reconnaissance Aircraft 1939-1945,
2062,Teen & Young Adult,"Youth with Conduct Disorder: In Trouble with the World (Helping Youth with Mental, Physical, & Social Disabilities)",Kenneth McIntosh
541,Science Fiction & Fantasy,299 Days: The 43 Colonels (Volume 10),Glen Tate
2016,Medical Books,The Ecology of Mycobacteria: Impact on Animal's and Human's Health,Jindrich Kazda
455,Sports & Outdoors,"Duel in the Sun: Alberto Salazar, Dick Beardsley, and America's Greatest Marathon",John Brant
3050,Humor & Entertainment,The Republic of Wine: A Novel,Mo Yan
1459,"Health, Fitness & Dieting","Human Longevity: Omega-3 Fatty Acids, Bioenergetics, Molecular Biology, and Evolution",Raymond C. Valentine
2608,Romance,The White Queen (The Cousins' War),Philippa Gregory
4942,Parenting & Relationships,"Odd Girl Speaks Out: Girls Write about Bullies, Cliques, Popularity, and Jealousy",Rachel Simmons
21,Calendars,Dilbert 2016 Mini Wall Calendar,Scott Adams
3729,Religion & Spirituality,The Future of God: A Practical Approach to Spirituality for Our Times,Deepak Chopra
2096,Children's Books,"Chicka Chicka 1, 2, 3",Bill Martin Jr.
2853,"Crafts, Hobbies & Home",Rug Hooker's Companion,Donna Hrkman
4145,Self-Help,Why People Die by Suicide,Thomas Joiner
551,Engineering & Transportation,Materials Science of Polymers for Engineers 3E,Tim Osswald
4777,Travel,Fodor's Hawaii 2016 (Full-color Travel Guide),Fodor's
4150,Christian Books & Bibles,The 1717 Book of Common Prayer (Reproduction Edition),The Chruch of England
1371,"Cookbooks, Food & Wine","Healthy Heart Book, The",Morag Thow
4147,Computers & Technology,MEAN Web Development,Amos Q. Haviv
2768,Biographies & Memoirs,The Horse Boy: A Memoir of Healing,Rupert Isaacson
376,Humor & Entertainment,101 Easy-to-Do Magic Tricks (Dover Magic Books),Bill Tarr
1300,Science & Math,An Introduction to Genetic Analysis,Anthony J.F. Griffiths
2351,History,Gassed in the Gulf: The Inside Story of the Pentagon-CIA Cover-up of Gulf War Syndrome,Patrick Eddington
1091,Business & Money,Social Marketing For Public Health: Global Trends And Success Stories,Hong Cheng
3455,Arts & Photography,Thomas Heatherwick: Making,Thomas Heatherwick
154,"Health, Fitness & Dieting","The American Institute of Homeopathy Handbook for Parents: A Guide to Healthy Treatment for Everything from Colds and Allergies to ADHD, Obesity, and Depression",Edward Shalts M.D.  D.Ht.
853,Travel,Culture Shock! Korea: A Survival Guide to Customs and Etiquette (Culture Shock! A Survival Guide to Customs & Etiquette),Sonja Vegdahl
4852,Literature & Fiction,"The Dawn Country (People of the Longhouse, Book 2)",W. Michael Gear
1651,Medical Books,"Acute Virus Infections of Poultry: A Seminar in the CEC Agricultural Research Programme, held in Brussels, June 13-14, 1985 (Current Topics in Veterinary Medicine)",
615,Romance,Doctor Zhivago (Everyman's Library),Boris Pasternak
2365,Children's Books,Winter's Tail: How One Little Dolphin Learned to Swim Again,Craig Hatkoff
2348,Sports & Outdoors,"MACH 4¬Æ Mental Training System Tennis Handbook and Workbook II for Coaches, Parents, and Players",Ph.D. Anne Smith
4673,Teen & Young Adult,Jonas Salk: Medical Innovator and Polio Vaccine Developer (Essential Lives),Sheila Llanas
