book_id,genre,name,author
1223,Test Preparation,The Official Guide for GMAT Verbal Review 2016 with Online Question Bank and Exclusive Video,GMAC (Graduate Management Admission Council)
3059,Law,Jury Decision Making: The State of the Science (Psychology and Crime),Dennis J. Devine
3393,"Crafts, Hobbies & Home",The Chairmaker's Workshop: Handcrafting Windsor and Post-and-Rung Chairs,Drew Langsner
4061,Science & Math,Light (Stop Faking It! Finally Understanding Science So You Can Teach It series),William C. Robertson
740,Travel,How to Speak Alaskan,
3319,Business & Money,Keep Calm . . . It's Just Real Estate: Your No-Stress Guide to Buying a Home,Egypt Sherrod
4122,Literature & Fiction,The Quick and the Dead,Joy Williams
3385,Science Fiction & Fantasy,"The Rise of the Empire: Star Wars: Featuring the novels Star Wars: Tarkin, Star Wars: A New Dawn, and 3 all-new short stories",John Jackson Miller
4185,"Health, Fitness & Dieting","Textbook of Erectile Dysfunction,Second Edition",
4919,Children's Books,"I Survived the Sinking of the Titanic, 1912",Lauren Tarshis
2770,Comics & Graphic Novels,Tranceptor: The Way Station (Tranceptor Book One),Micheal Manning
2899,History,"The Land of the Elephant Kings: Space, Territory, and Ideology in the Seleucid Empire",Paul J. Kosmin
3302,"Cookbooks, Food & Wine","The Fat Resistance Diet: Unlock the Secret of the Hormone Leptin to: Eliminate Cravings, Supercharge Your Metabolism, Fight Inflammation, Lose Weight & Reprogram Your Body to Stay Thin-",Leo Galland
581,Business & Money,Company Formation: A Practical Global Guide,
2766,Travel,Helen in Egypt: Poetry (New Directions Paperbook),Hilda Doolittle
972,Religion & Spirituality,"The Rise and Fall of the Nephilim: The Untold Story of Fallen Angels, Giants on the Earth, and Their Extraterrestrial Origins",Scott Alan Roberts
2396,Medical Books,"Handbook of Drug Metabolism, Second Edition (Drugs and the Pharmaceutical Sciences)",
3731,Christian Books & Bibles,"A Sorrow Shared: A Combined Edition of the Nouwen Classics ""In Memoriam"" and ""A Letter of Consolation""",Henri J. M. Nouwen
4594,Teen & Young Adult,We Didn't Mean To Go To Sea,Arthur Ransome
3478,Reference,Building Academic Vocabulary: Teacher's Manual (Professional Development),Robert J. Marzano
674,Children's Books,"Ali Baba and the Forty Thieves (Young Reading Series, 1)",Katie Daynes
365,Computers & Technology,Oracle Database 11g & MySQL 5.6 Developer Handbook (Oracle Press),Michael McLaughlin
2352,Travel,The Complete Insider's Guide to Romania: Christian Missionary Edition: 2011,Sam R.
47,"Health, Fitness & Dieting",Lost Love Handles: Get Rid of Love Handles Fast The Shortcut Guide to a Sexy Waisttline,Shawn Rashid
1790,Law,Civil Commitment of Sexual Predators: A Study in Policy Implementation (Criminal Justice),Andrew J. Harris
4827,Humor & Entertainment,Brokeback Mountain: Story to Screenplay,Annie Proulx
4373,"Crafts, Hobbies & Home","Collector's Encyclopedia Of Stangl Artware, Lamps, and Birds: Identification & Values (Collector's Encyclopedia of Stangl Artware, Lamps, and Birds) 2nd Edition",Robert C. Runge
323,Science & Math,Algebra and Trigonometry (10th Edition),Michael Sullivan
1894,Biographies & Memoirs,Blowout!: Sal Castro and the Chicano Struggle for Educational Justice,Mario T. Garc√≠a
3601,Politics & Social Sciences,Alone in the Mainstream: A Deaf Woman Remembers Public School (Deaf Lives),Gina A. Oliva
81,Travel,"In the Shadow of the Pole: An Early History of Arctic Expeditions, 1871-1912",S.L. Osborne
647,Sports & Outdoors,Photo Guide to Birds of Costa Rica (Zona Tropical Publications),Richard Garrigues
907,Arts & Photography,Weapons of War Bombers & Transport Aircraft 1939-1945,
1031,Self-Help,Fearless & Fabulous: 10 Powerful Strategies for Getting Anything You Want in Life,Cara Alwill Leyba
500,Business & Money,Community Practice Skills: Local to Global Perspectives,Dorothy N Gamble
4632,Children's Books,Vikings (Flashback History),Dereen Taylor
4576,Christian Books & Bibles,The Riddle of Amish Culture (Center Books in Anabaptist Studies),Donald B. Kraybill
1320,Medical Books,Nursing Pharmacology Made Incredibly Easy (Incredibly Easy! Series¬Æ),Lippincott Williams &  Wilkins
645,Law,Music Publishing & Its Administration in the Modern Age,Phil Hardy
538,Travel,Hiking Vermont (State Hiking Guides Series),Larry B. Pletcher
3528,Science & Math,"Restoration of Boreal and Temperate Forests, Second Edition (Integrative Studies in Water Management & Land Deve)",
2927,"Cookbooks, Food & Wine","Thai Food and Cooking: A Fiery And Exotic Cuisine: The Traditions, Techniques, Ingredients And Recipes",Judy Bastyra
208,Teen & Young Adult,Spike Lee (People in the News),Laurie Lanzen Harris
4360,Romance,Hell or High Water (The Deep Six),Julie Ann Walker
3900,Literature & Fiction,"HIDDEN MICKEY: Sometimes Dead Men DO Tell Tales! - The Action-adventure Mystery novel about Walt Disney (Hidden Mickey, volume 1)",Nancy Temple Rodrigue
2338,Medical Books,Medicine and Social Justice: Essays on the Distribution of Health Care,
6,Religion & Spirituality,Al-Ghazali Letter to a Disciple (Ghazali Series),Abu Hamid Muhammad al-Ghazali
2653,"Health, Fitness & Dieting","Lose 30 Pounds (Or More) in 30 Days With Intermittent Fasting & 'Home' Coffee (Detoxify Your Body, Lose Weight, Get Healthy & Transform Your Life) (Volume 3)",Robert Dave Johnston
1192,Business & Money,The Rise of Mutual Funds: An Insider's View,Matthew P. Fink
2765,Children's Books,Wonder Tales from Around the World,Heather Forest
1231,Travel,Downhill in Montana: Early Day Skiing in the Treasure State and Yellowstone National Park: A Pictoral History,Stan Cohen
1909,"Mystery, Thriller & Suspense","On Conan Doyle: Or, The Whole Art of Storytelling (Writers on Writers)",Michael Dirda
1384,Calendars,Quilting Calendar 2015: 16 Month Calendar,Sam Hub
770,"Crafts, Hobbies & Home",The Knowledgeable Knitter,Margaret Radcliffe
2746,History,"Mexican-American War, 1846-48 (Brassey's History of Uniforms)",Ron Field
4941,Travel,Best Easy Day Hikes Glacier and Waterton Lakes National Parks (Best Easy Day Hikes Series),Erik Molvar
3535,Literature & Fiction,Christopher Durang Volume I: 27 Short Plays,Christopher Durang
560,Christian Books & Bibles,In Search of Christian Unity: A History of the Restoration Movement,Henry E. Webb
4734,"Cookbooks, Food & Wine",The Homemade Kitchen: Recipes for Cooking with Pleasure,Alana Chernila
4606,Business & Money,The Beginners Creative Real Estate Investing Course for Flipping Houses: That's Not Like All the Other House Flipping Books...,Zack Childress
3516,Children's Books,Dangerous!,Tim Warnes
4049,Medical Books,The Illusion of Certainty: Health Benefits and Risks,Erik Rifkin
1217,Teen & Young Adult,Forever Champions: The Enduring Legacy of the Edmonton Grads Women's Basketball Team (Lorimer Recordbooks),Richard Brignall
493,"Health, Fitness & Dieting",The Gene Makeover: The 21st Century Anti-Aging Breakthrough,Vincent C. Giampapa
4921,Computers & Technology,From Business Strategy to Information Technology Roadmap: A Practical Guide for Executives and Board Members,Tiffany Pham
3045,Test Preparation,My Book Of Rhyming Words And Phrases (Kumon Workbooks),
1490,Travel,This Is Tanzania: The diary of an Englishman in Africa,Mr Adrian Francis Strain
755,Religion & Spirituality,A Separate Reality,Carlos Castaneda
2481,"Crafts, Hobbies & Home",The Dry Gardening Handbook: Plants and Practices for a Changing Climate,Olivier Filippi
1242,Humor & Entertainment,The Making of Stanley Kubrick's '2001: A Space Odyssey',Piers Bizony
3733,Science & Math,An Introduction to Geophysical Exploration,Philip Kearey
1712,Sports & Outdoors,"Sport in Contemporary Society, 9th Edition",D. Stanley Eitzen
4041,Parenting & Relationships,Exploring Twins: Towards a Social Analysis of Twinship,Elizabeth A. Stewart
4853,"Health, Fitness & Dieting",Lovingkindness: The Revolutionary Art of Happiness (Shambhala Classics),Sharon Salzberg
3783,Engineering & Transportation,Schaum's Outline of Fluid Mechanics (Schaum's Outlines),Merle Potter
4096,Arts & Photography,Harrison Fisher: Defining the American Beauty : With Price Guide (Schiffer Book for Collectors and Designers),Tina Skinner
4886,Law,One man's freedom,Edward Bennett Williams
2936,Travel,The Wine and Food Lover's Guide to Portugal,Charles Metcalfe
3130,Christian Books & Bibles,"The Book of common prayer, 1549: commonly called the First book of Edward VI : to which is added th",Morgan Dix
2878,Medical Books,Cosmetics Applications of Laser & Light-Based Systems (Personal Care and Cosmetic Technology),Gurpreet Ahluwalia
2638,Biographies & Memoirs,Secrets of Dethroned Royalty,Princess Catherine Radziwill
1476,History,"Colonial Pathologies: American Tropical Medicine, Race, and Hygiene in the Philippines",Warwick Anderson
2803,Travel,Estonia: A Ramble Through the Periphery,Alexander Theroux
3559,Business & Money,"Winning the Professional Services Sale: Unconventional Strategies to Reach More Clients, Land Profitable Work, and Maintain Your Sanity",Michael W. McLaughlin
4432,Children's Books,Thomas Edison: Inventor with a Lot of Bright Ideas (Getting to Know the World's Greatest Inventors & Scientists),Mike Venezia
1667,"Health, Fitness & Dieting",The Prostate Massage Manual: What Every Man Needs To Know For Better Prostate Health and Sexual Pleasure,Ronald M Bazar
1307,Science Fiction & Fantasy,The Lord of the Rings: The Fellowship of the Rings: A Strategy Battle Game,Marc Gascoigne
2166,"Crafts, Hobbies & Home",DIY Wedding Photo and Video: Professional Techniques for the Amateur Documentarian,Joanna Silber
3591,Literature & Fiction,"Nobel Lectures in Literature, 1968-1980 (Nobel Lectures, Including Presentation Speeches and Laureate)",Sture Allen
1445,"Cookbooks, Food & Wine","Allergy Cooking with Ease: The No Wheat, Milk, Eggs, Corn, and Soy Cookbook",Nicolette M. Dumke
209,Computers & Technology,Single Page Web Applications: JavaScript end-to-end,Michael Mikowski
202,Politics & Social Sciences,Statistics for the Behavioral Sciences,Susan A. Nolan
1621,Reference,"Streetwise London Map - Laminated City Center Street Map of London, England",Streetwise Maps
2133,Science & Math,"Beautiful Swimmers: Watermen, Crabs and the Chesapeake Bay",William W. Warner
3090,Religion & Spirituality,"Abraham: One God, Three Wives, Five Religions",Frances Worthington
2897,Teen & Young Adult,This Is How It Ends,Jen Nadol
4901,Travel,"K√Ω sÅEª± du lÅEªÅEch NhÅE∫≠t BÅE∫£n, Hong Kong MaCau v√† Th√°i Lan",TrÅEªÅEnh HÅE∫£o T√¢m
1006,Literature & Fiction,A Thousand Pardons: A Novel,Jonathan Dee
2816,Business & Money,Green Capital: A New Perspective on Growth,Christian de Perthuis
3225,"Health, Fitness & Dieting","Chelation Therapy [ CHELATION THERAPY ] by Hawken, C. M. ( Author ) Aug-01-2011 Paperback",C. M. Hawken
3255,Children's Books,"Heroes of Olympus, The Book Three The Mark of Athena (The Heroes of Olympus)",Rick Riordan
4242,Medical Books,Panoramic Radiology: Seminars on Maxillofacial Imaging and Interpretation,
1443,Romance,Wet & Wild (Viking II),Sandra Hill
4601,Comics & Graphic Novels,Logicomix: An epic search for truth,Apostolos Doxiadis
2658,"Cookbooks, Food & Wine","Cleveland Food Memories: A Nostalgic Look Back at the Food We Loved, the Places We Bought It, and the People Who Made It Special",Gail Ghetia Bellamy
2869,Business & Money,Essentials of Marketing: A Marketing Strategy Planning Approach,"Jr., William Perreault"
2409,History,In Defense of History,Richard J. Evans
669,Sports & Outdoors,Appalachian Trail Thru-Hikers' Companion (2015),Appalachian Long Distance Hikers Association
2252,Travel,Culture Shock! Bahrain: A Survival Guide to Customs and Etiquette (Culture Shock! Guides) (Culture Shock! A Survival Guide to Customs & Etiquette),Harvey Tripp
4143,Humor & Entertainment,Shakespeare on Film,Judith R. Buchanan
4030,Computers & Technology,How to Use Microsoft SharePoint 2013 on Construction Projects,George O Okere PhD
3288,Calendars,"Montana, Wild & Scenic 2016 Square 12x12",Browntrout Publishers
722,Law,Water Resource Management: A Casebook in Law and Public Policy (University Casebook Series),A. Dan Tarlock
2632,Christian Books & Bibles,Prayers That Prevail: The Believer's Manual of Prayers,Victory House
3004,"Crafts, Hobbies & Home",Making Jewelry from Polymer Clay,Sophie Arzalier
72,"Health, Fitness & Dieting",Pregnancy the Natural Way,Zita West
226,Children's Books,Medieval Fashions Coloring Book (Dover Fashion Coloring Book),Tom Tierney
1866,Arts & Photography,Gardens of Eden: Long Island's Early Twentieth-Century Planned Communities,Robert B. MacKay
3803,Medical Books,The Making of a Therapist (Norton Professional Books),Louis Cozolino
3324,Science & Math,"Glencoe Life Science, Student Edition",McGraw-Hill Education
2972,History,Devotional Classics: Revised Edition: Selected Readings for Individuals and Groups,Zondervan
1927,Travel,"Badlands National Monument (Natural History Handbook Series, 2)",Carl R. Swartzlow
2484,Teen & Young Adult,In the Company of Whispers,Sallie Lowenstein
4897,Religion & Spirituality,The Yoga Sutras of Patanjali: The Book of the Spiritual Man (Forgotten Books),
875,Literature & Fiction,We Need New Names: A Novel,NoViolet Bulawayo
3221,Business & Money,"Investing in Duplexes, Triplexes, and Quads: The Fastest and Safest Way to Real Estate Wealth",Larry B. Loftis
3974,"Health, Fitness & Dieting",COCONUT Philippines,Lalaine Villafuerte-Abonal
2266,Travel,Jordan Map,Cartographia
1312,"Cookbooks, Food & Wine",Williams-Sonoma Essentials of Latin Cooking: Recipes & Techniques for Authentic Home-Cooked Meals,Williams-Sonoma
1041,Self-Help,"Inspiration & Gratitude Guided Daily Journal: 6""x9"" notebook with black cover 202 Pages undated daily prompts Two Page Spread per Day - Ideal journal ... images, drawings, doodles and free writing.",Spicy Journals
2924,Christian Books & Bibles,The Mother of the Reformation: The Amazing Life and Story of Katharine Luther,Ernst Kroker
3643,Engineering & Transportation,"Newton's Telecom Dictionary: covering Telecommunications, The Internet, The Cloud, Cellular, The Internet of Things, Security, Wireless, Satellites, ... Voice, Data, Images, Apps and Video",Harry Newton
263,Medical Books,Vestibular Rehabilitation (Contemporary Perspectives in Rehabilitation),Susan J. Herdman PT  PhD  FAPTA
1884,Romance,Letters to Penthouse Vol. 50: She's Wild! She's Horny! She's Married?,Penthouse International
3609,Humor & Entertainment,Top Gear Quiz Book,Matt Master
4278,Children's Books,Ballet Shoes (The Shoe Books),Noel Streatfeild
1393,Parenting & Relationships,"Five-Minute Relationship Repair: Quickly Heal Upsets, Deepen Intimacy, and Use Differences to Strengthen Love",Ph.D. Susan Campbell
2428,Science Fiction & Fantasy,The Big Book of Building: Everything Minecraft¬ÆÅEÅE¢ Imagine itÅEÄ¶ Create itÅEÄ¶ Build it,Triumph Books
2085,Travel,"Yucatan & Mayan Mexico, 3rd (Country & Regional Guides - Cadogan)",Nick Rider
3840,"Crafts, Hobbies & Home",Wild Tiles: Creative Mosaic Projects for Your Home,Chrissie Mervine-Grace
379,Teen & Young Adult,Aid to Africa (Current Controversies),Debra A. Miller
3926,"Health, Fitness & Dieting",Infanticide: Psychosocial and Legal Perspectives on Mothers Who Kill,
3723,Computers & Technology,Microsoft Access 2010 VBA Programming Inside Out,Andrew Couch
1453,Children's Books,"Jump Back, Paul: The Life and Poems of Paul Laurence Dunbar",Sally Derby
477,Science & Math,The Tree Climber's Companion: A Reference And Training Manual For Professional Tree Climbers,Jeff Jepson
3073,History,The Ashgate Research Companion to the Korean War,
1616,Arts & Photography,The Art of The Incredibles,Mark Cotta Vaz
890,Politics & Social Sciences,"Ramus, Method, and the Decay of Dialogue: From the Art of Discourse to the Art of Reason",Walter J. Ong  S.J.
784,Reference,Censored 2016: The Top Censored Stories and Media Analysis of 2014-15,
4058,"Health, Fitness & Dieting","Essential Oil Recipes: Top Essential Oil Recipes for Weight Loss, Beauty, Anti-Aging, Natural Cleaning, Natural Living, Natural Cures and Healthy ... Essential Oil Recipe Guide ) (Volume 1)",Joy Louis
3930,Religion & Spirituality,"Sex, Sorcery, and Spirit: The Secrets of Erotic Magic",Jason Miller
4907,Test Preparation,Wastewater Operator Certification Study Guide,John Giorgi
1765,Law,"Let Right Be Done: Aboriginal title, the Calder Case, and the Future of Indigenous Rights (Law and Scoiety)",
838,Biographies & Memoirs,Devotion: A Memoir,Dani Shapiro
1826,Literature & Fiction,Lacrosse Legends of the First Americans,Thomas Vennum
4035,Business & Money,Outrunning the Bear: How You Can Outperform Stocks and Bonds with Convertibles,Greg Miller
4978,Christian Books & Bibles,Born Bad: Original Sin and the Making of the Western World,James Boyce
4830,Travel,Michelin Green Guide Bulgarie (Bulgaria) (in French) (French Edition),Michelin Travel Publications
4214,Sports & Outdoors,Twist of the Wrist II 4 Volume Audio CD,Keith Code
1275,Children's Books,Jesse Owens (On My Own Biographies),Jane Sutcliffe
1257,Computers & Technology,Linux+ Guide to Linux Certification (Test Preparation),Jason W. Eckert
4457,History,"Kuwait, Vanguard of the Gulf",Peter Mansfield
444,Medical Books,Ask the Vet About Dogs: Easy Answers to Commonly Asked Questions (Dog Fancy Books),Leslie Sinclair
4995,"Cookbooks, Food & Wine",More Edible Art: 75 Fresh Ideas for Garnishing,David Paul Larousse
3732,Travel,AFRICA Geographic - August 2005 - Hippos - Leopards - Monkeys - Michelle Garforth - Madagascar- Wildlife - Nature - Conservation - People - Travel,
2560,Romance,The Welcome Committee of Butternut Creek: A Novel,Jane Myers Perrine
3642,Humor & Entertainment,"Oxi: An Act of Resistance: The Screenplay and Commentary, Including interviews with Derrida, Cixous, Balibar and Negri",Ken McMullen
4889,Religion & Spirituality,The Bell Witch : The Full Account,Pat Fitzhugh
3280,Science & Math,Dirt: The Erosion of Civilizations,David R. Montgomery
1707,"Crafts, Hobbies & Home",Guns Coloring Book for Grown-Ups 2 (Volume 2),Nick Snels
4561,Business & Money,Developing Management Skills Plus MyManagementLab with Pearson eText -- Access Card Package (9th Edition),David A. Whetten
3333,Medical Books,OCN Exam Practice Questions: OCN Practice Tests & Exam Review for the ONCC Oncology Certified Nurse Exam,OCN Exam Secrets Test Prep Team
4526,"Health, Fitness & Dieting","Forever Young: The Science of Nutrigenomics for Glowing, Wrinkle-Free Skin and Radiant Health at Every Age",M.D. Nicholas Perricone M.D.
90,Travel,Classic Savannah,"William Robert, Jr. Mitchell"
1853,Literature & Fiction,The Color of our Sky,Amita Trasi
4420,Children's Books,Survivors: True Stories of Children in the Holocaust,Allan Zullo
3265,Comics & Graphic Novels,Jupiter's Circle Volume 1 (Jupiters Circle Tp),Mark Millar
4247,Science Fiction & Fantasy,Broken Earth (Savage Worlds),Matthew J. Hanson
1733,Teen & Young Adult,Visiting a Sikh Temple (Meeting Religious Groups),Davinder Kaur Babraa
681,Arts & Photography,MUSEUM CAREERS: A PRACTICAL GUIDE FOR STUDENTS AND NOVICES,N Elizabeth Schlatter
29,Self-Help,The Relaxation Response,Herbert Benson
3317,Science & Math,"Bioelectrochemistry I: Biological Redox Reactions (Emotions, Personality, and Psychotherapy) (No. 1)",
3357,Law,Children and Criminality: The Child as Victim and Perpetrator (Contributions in Political Science),Ethel Brown
2127,Sports & Outdoors,The Mixed Martial Arts Handbook: The Insider's Guide to Fighting Techniques,John Ritschel
4585,"Health, Fitness & Dieting","Your New Prime: 30 Days to Better Sex, Eternal Strength, and a Kick-Ass Life After 40",Craig Cooper
2280,Business & Money,How I Got Rich With Florida Tax Lien Certificates: A step by step look at how a humble country boy got rich with Florida Tax Certificates,Mack W. Payne
4626,Computers & Technology,Build Your Own PC Pocket Reference,Stephen J. Bigelow
4999,Politics & Social Sciences,God's Little Acre (Brown Thrasher Books),Erskine Caldwell
2628,Humor & Entertainment,Hard Days Hard Nights: From the Beatles to the Doors to the Stones... Insider Stories From a Legendary Concert Promoter,Pat DiCesare
4104,Christian Books & Bibles,Life with God for Children: Fifth and Sixth Grade (Volume 4),Lacy Finn Borgo
2886,Medical Books,"The Good Gut: Taking Control of Your Weight, Your Mood, and Your Long-term Health",Justin Sonnenburg
1895,"Cookbooks, Food & Wine","Wild Drinks & Cocktails: Handcrafted Squashes, Shrubs, Switchels, Tonics, and Infusions to Mix at Home",Emily Han
4046,"Crafts, Hobbies & Home",Little Bead Boxes: 12 Miniature Containers Built with Beads,Julia S Pretl
3416,Religion & Spirituality,The End of Your World: Uncensored Straight Talk on the Nature of Enlightenment,Adyashanti
2439,Travel,"Doha Map, 2nd (City Map)",Explorer Publishing
1994,Children's Books,Where's the Poop?,Julie Markes
3806,Romance,A Bridge Through Time: Book 1 of The Thistle & Hive Series,Jennae Vale
868,"Health, Fitness & Dieting",Stick it in Your Ear: Get yourself or a loved one unstuck from a hearing problem,deano kinsey
416,Literature & Fiction,In Paradise: A Novel,Peter Matthiessen
2362,Travel,Shadow of the Silk Road (P.S.),Colin Thubron
3555,Business & Money,The Great A&P and the Struggle for Small Business in America,Marc Levinson
4356,History,Exceptional Spaces: Essays in Performance and History,
4609,Christian Books & Bibles,Charts of Biblical Hebrew (ZondervanCharts),Miles V. Van Pelt
3456,Law,"No Trespassing!: Squatting, Rent Strikes, and Land Struggles Worldwide",Anders Corr
4676,Science & Math,Time And Society,Warren D. Tenhouten
779,Children's Books,Ordinary People Change the World Gift Set (Ordinary People Change World),Brad Meltzer
2537,Reference,"Tracing Your Irish & British Roots, 2E (Quillen's Essentials of Genealogy)",W. Daniel Quillen
698,Politics & Social Sciences,"Graphic Thrills: American XXX Movie Posters, 1970 to 1985",Robin Bougie
3485,Test Preparation,McGraw-Hill Education Preparation for the GED¬Æ Test with DVD-ROM,Editors of McGraw-Hill Education
89,"Cookbooks, Food & Wine",31 Almond Flour Recipes: Recipes that Work With Almond Flour,Jinnfer L Davids
652,Computers & Technology,Cloud Computing Explained: Implementation Handbook for Enterprises,John Rhoton
3750,Medical Books,Sleep Demons: An Insomniac's Memoir,Bill Hayes
3092,Teen & Young Adult,Violence in the Media (Current Controversies),Dedria Bryfonski
1607,Science Fiction & Fantasy,All My Friends Are Superheroes,Andrew Kaufman
593,Travel,Jakarta: 25 Excursions in and around the Indonesian Capital,Andrew Whitmarsh
43,Religion & Spirituality,Zen and the Brain: Toward an Understanding of Meditation and Consciousness,James H. Austin
2236,Science & Math,"Organic Light-Emitting Diodes (OLEDs): Materials, Devices and Applications (Woodhead Publishing Series in Electronic and Optical Materials)",
241,"Crafts, Hobbies & Home",The Medieval Garden,Sylvia Landsberg
578,"Health, Fitness & Dieting",Eat Right 4 Your Type Personalized Cookbook Type B: 150+ Healthy Recipes For Your Blood Type Diet,Dr. Peter J. D'Adamo
1685,Humor & Entertainment,The Book of General Ignorance,John Mitchinson
4682,Arts & Photography,"Master Realist Techniques in Colored Pencil Painting in 4 Weeks: Projects for Beginners: Learn to draw still life, landscape, skies, fabric, glass and textures",Veronica Winters
2718,Sports & Outdoors,The Concrete Wave: The History of Skateboarding,Michael Brooke
3500,Computers & Technology,QuickBooks 2015 For Dummies,Stephen L. Nelson
794,Self-Help,Eating Mindfully: How to End Mindless Eating and Enjoy a Balanced Relationship with Food,Susan Albers
1716,Travel,Moon Yucatan Peninsula: Including Chiapas (Moon Handbooks),Liza Prado
3463,"Mystery, Thriller & Suspense",A Wild Sheep Chase: A Novel,Haruki Murakami
25,Calendars,Ancient Maps Calendar 2016: 16 Month Calendar,Jack Smith
4640,History,Free Trade and Sailors' Rights in the War of 1812,Paul A. Gilje
1016,Biographies & Memoirs,Rebel Women of the Gold Rush: Extraordinary Achievements and Daring Adventures (Amazing Stories),Rich Mole
4317,Engineering & Transportation,Essence and Alchemy: A Natural History of Perfume,Mandy Aftel
62,"Health, Fitness & Dieting",Trigger Point Therapy for Headaches and Migraines: Your Self -Treatment Workbook for Pain Relief,Valerie DeLaune LAc
3621,Children's Books,Immigration (Cornerstones of Freedom: Third),Peter Benoit
534,Business & Money,"Life Is Not Work, Work Is Not Life: Simple Reminders for Finding Balance in a 24/7 World",J. Walker Smith
3532,Christian Books & Bibles,Can I Ask That Volume 2: More Hard Questions About God & Faith [Sticky Faith Curriculum] Student Guide,Jim Candy
1620,Medical Books,"Diagnosis and Management of Lameness in the Horse, 2e",Michael W. Ross DVM  DACVS
3388,Science Fiction & Fantasy,"Clanbook: Malkavian, Revised Edition (Vampire: The Masquerade Clanbooks)",Jess Heinig
1076,Children's Books,Curiosity House: The Shrunken Head,Lauren Oliver
1129,Romance,"True Honor (Uncommon Heroes, Book 3)",Dee Henderson
1040,Teen & Young Adult,At the End of Ridge Road,Joseph Bruchac
1719,Law,U.S. Patent Prosecution for Support Staff: A Desk Reference,Rosaleen A. Walsh
4248,"Health, Fitness & Dieting",IBS Cookbook: Irritable Bowel Syndrome Natural Relief Guide and Cookbook,Charles Seaton
313,Science & Math,Introduction to Agricultural Accounting,Barbara M. Wheeling
2751,Business & Money,Pricing Financial Instruments: The Finite Difference Method,Domingo Tavella
1299,Computers & Technology,Secure Software Development: A Security Programmer's Guide,Jason Grembi
5,Humor & Entertainment,I'm Dying Up Here: Heartbreak and High Times in Stand-Up Comedy's Golden Era,William Knoedelseder
2643,"Cookbooks, Food & Wine",Zest for Life: The Mediterranean Anti-Cancer Diet,Conner Middelmann-Whitney
511,Travel,"In quest of lost worlds,",Byron Khun de Prorok
2906,Religion & Spirituality,Tikkun Olam: Social Responsibility in Jewish Thought and Law (The Orthodox Forum Series),
3104,Literature & Fiction,The Great Empty: A Novel,Anita Melillo
54,"Crafts, Hobbies & Home","Hermit Crab Care: Habitat, Food, Health, Behavior, Shells, and lots more. The complete Hermit Crab Pet Book",Charles Sure
3924,Medical Books,On Becoming a Person: A Therapist's View of Psychotherapy,Carl Rogers
2953,Christian Books & Bibles,Identifying And Breaking Curses,ECKHARDT JOHN
2544,History,The Strategy of Defeat at the Little Big Horn: A Military and Timing Analysis of the Battle,Frederic C. Wagner III
2516,Children's Books,Untamed: The Wild Life of Jane Goodall,Anita Silvey
4784,Test Preparation,"GMAT 111: Tips, Tricks, and Tactics",Jeff Sackmann
4689,Sports & Outdoors,The International Olympic Committee and the Olympic System: The Governance of World Sport (Global Institutions),Jean-Loup Chappelet
4138,Travel,Eritrea Country Study Guide (World Country Study Guide,Ibp Usa
2951,Reference,Graduate Programs in the Biological/Biomedical Sciences & Health-Related Medical Professions 2015 (Peterson's Graduate Programs in the Biological Sciences),Peterson's
4097,Arts & Photography,The Legacy of Maria Poveka Martinez,Richard L. Spivey
2383,Politics & Social Sciences,"Sociology: The Essentials, 8th Edition",Margaret L. Andersen
3766,Science & Math,Four Colors Suffice: How the Map Problem Was Solved (Princeton Science Library),Robin Wilson
573,Comics & Graphic Novels,Secret Agent X-9: By Dashiell Hammett and Alex Raymond (The Library of American Comics),Dashiell Hammett
2119,"Health, Fitness & Dieting",A Comprehensive Guide for Patients and Families The Lupus Encyclopedia (A Johns Hopkins Press Health Book) (Paperback) - Common,by Donald E. Thomas Jr. MD FACP FACR
4397,Religion & Spirituality,Geburt einer Offenbarung: Die Entstehung des Buches Urantia (German Edition),Mark Kulieke
1365,Literature & Fiction,Once Upon a Time: A Short History of Fairy Tale,Marina Warner
363,Teen & Young Adult,Tales from Earthsea (The Earthsea Cycle),Ursula K. Le Guin
1818,Computers & Technology,"The Age of Em: Work, Love and Life when Robots Rule the Earth",Robin Hanson
1948,Travel,"Living & Working in Holland, Belgium & Luxembourg: A Survival Handbook (Living and Working)",Beverley Laflamme
4092,Parenting & Relationships,50 Tips to Help Students Succeed: Develop Your Student's Time-Management and Executive Skills for Life,Marydee Sklar
2010,Children's Books,Mas Heru: The Birth of an Ancient King,Seshat Sat'Heru
2611,Business & Money,The Lean Manufacturing Pocket Handbook,Kenneth W. Dailey
1777,Christian Books & Bibles,The Banquet's Wisdom: A Short History of the Theologies of the Lord's Supper,Dr. Gary Macy
4617,Medical Books,"Leadership Roles and Management Functions in Nursing: Theory and Application (Marquis, Leadership Roles and Management Functions in Nursing)",Bessie L. Marquis RN  CNAA  MSN
4649,Law,"Marriage in Canon Law: Text and Comments, Reflections and Questions",Ladislas Orsy
1808,Biographies & Memoirs,Crazy for the Storm: A Memoir of Survival (P.S.),Norman Ollestad
3122,Science Fiction & Fantasy,Star Wars: The Jedi Path,Daniel Wallace
773,History,"The Mission, the Men, and Me: Lessons from a Former Delta Force Commander",Pete Blaber
4436,"Crafts, Hobbies & Home",Crafting a Colorful Home: A Room-by-Room Guide to Personalizing Your Space with Color,Kristin Nicholas
